time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
3.45,0.02289074280942265,2.1799867025531823,0.6043630096622643,-0.00021830687309821475,1.64419817512244,-0.15356011665507552,0.9999992570741058,0.0010887536081844358,0.0001222030274090739,0.0005343532432932538,-0.000816451298228615,-7.737164635492644e-05,-0.0004475223288410788
3.5,0.022880119978325675,2.2599889362366277,0.5967117703739724,-0.00020660637078074378,1.5558911722153732,-0.1524894548766036,0.9999992846955613,0.0010687377219262887,0.00012030615384792715,0.0005233876461143553,-0.0007847946820022284,-7.44780952881408e-05,-0.0004297564724311669
3.5500000000000003,0.02287006918024247,2.3355493650837236,0.5891386697694858,-0.00019542555254742266,1.4665259816684604,-0.15043456930285865,0.9999993107361705,0.0010495060804994606,0.00011848101504127368,0.0005128611618383164,-0.0007537128453951685,-7.162813385434072e-05,-0.0004123918387611595
3.6,0.022860564079125185,2.4066262276829558,0.5816918126556205,-0.00018477849214394254,1.3765485223008336,-0.14743971525175345,0.9999993352749048,0.001031044460593036,0.00011672657784647539,0.0005027644837721856,-0.0007231940510395031,-6.881744925355989e-05,-0.0003953705732138017
3.6500000000000004,0.022851578663065853,2.4732001479722685,0.5744168693594014,-0.00017463815022933255,1.2864082892716848,-0.1435580165970141,0.9999993583859593,0.0010133391466251045,0.00011504186037042956,0.0004930892061633752,-0.000693209424805966,-6.604619515415801e-05,-0.00037867845352307963
3.7,0.022843088082946904,2.535274248693452,0.5673566443108579,-0.00016498505452860443,1.196555739575649,-0.13885098534472784,0.9999993801391222,0.000996377092733705,0.00011342588953643448,0.00048382722060090515,-0.0006637342658985373,-6.331351211625749e-05,-0.0003623059079805722
3.75,0.02283506879791049,2.592874131430695,0.5605506707782137,-0.0001557863469279574,1.1074395699140762,-0.13338795596103853,0.9999994006000862,0.0009801458416565155,0.00011187771998605421,0.00047497065650113195,-0.0006347461884524731,-6.0618043139288773e-05,-0.0003462434779944279
3.8000000000000003,0.022827502002847756,2.646047718522318,0.554034835962483,-0.000146885455581496,1.0195039137508481,-0.12724543666819166,0.999999419830504,0.000964633531421029,0.00011039641747677916,0.000466512151915438,-0.000606219959459086,-5.796023599130217e-05,-0.00033045992606638863
3.85,0.022820372110125407,2.694864947411613,0.5478410405886881,-0.00013831025331241919,0.9331852418209643,-0.12050637828360689,0.9999994378882769,0.0009498288363979456,0.00010898107888574428,0.0004584447487493619,-0.0005781379070158334,-5.533713952108264e-05,-0.000314954178306398
3.9000000000000004,0.022813662544472035,2.739417312508591,0.5419968970375533,-0.00013007237282243274,0.8489093620581477,-0.11325936376178598,0.9999994548278858,0.000935720904586714,0.00010763085972001828,0.0004507616548717731,-0.0005504798120863031,-5.274701739637368e-05,-0.00029971403126242795
3.95,0.022807356677611492,2.7798172519640088,0.5365254700504024,-0.00012216230159933805,0.7670882161585647,-0.10559771572424968,0.9999994707004433,0.0009222993887072831,0.00010634495733051183,0.00044345639285070623,-0.0005232255173823042,-5.018825099101254e-05,-0.00028472651063125203
4.0,0.022801438562026644,2.8161973710261208,0.531445064078937,-0.00011456232179450999,0.6881165463259141,-0.0976185231343692,0.9999994855538143,0.0009095544432127675,0.00010512260060878699,0.00043652286499143146,-0.000496355043748919,-4.765992357648635e-05,-0.0002699742092371823
4.05,0.022795892980571258,2.8487094963611193,0.5267690612641043,-0.00010726093642093312,0.6123684670740317,-0.08942158945893902,0.9999994994328124,0.0008974767186044614,0.0001039630680906945,0.0004299552256837249,-0.000469848686954948,-4.515897758678645e-05,-0.0002554543664249935
4.1000000000000005,0.022790705538197443,2.8775235544238007,0.5225058141711362,-0.00010023675853169989,0.5401938554332189,-0.08110829425978673,0.9999995123793279,0.0008860573542960115,0.00010286568160367347,0.0004237478899040949,-0.0004436870389883139,-4.268500393261347e-05,-0.00024114889448726364
4.15,0.02278586286578926,2.902826267916585,0.51865859725801,-9.347013779565203e-05,0.47191468427815064,-0.07278038226526028,0.9999995244324061,0.0008752879724546916,0.00010182978810704591,0.00041789564796898684,-0.00041785088988735715,-4.023638936421944e-05,-0.00022704585129851542
4.2,0.02278135253615615,2.9248196652903946,0.5152256209279529,-8.694304752880602e-05,0.407821210674227,-0.06453867093702366,0.9999995356283945,0.0008651606724271392,0.00010085477304521934,0.0004123935893607913,-0.0003923212764529907,-3.7811662114962976e-05,-0.00021313324413650117
4.25,0.022777162975261864,2.9437193966366264,0.5122001121514232,-8.063938824251993e-05,0.3481680431750504,-0.0564816801241598,0.9999995460010526,0.0008556680247839666,9.99400582713295e-05,0.000407237101078679,-0.0003670794651917023,-3.5409375126939365e-05,-0.00019939926275376423
4.3,0.022773283328324453,2.959752849925506,0.5095704655296716,-7.454648925400058e-05,0.2931700883801249,-0.04870418474590937,0.9999995555816549,0.0008468030656065155,9.908510141720408e-05,0.0004024218619991608,-0.00034210694991980564,-3.3028107396830506e-05,-0.0001858323656277024
4.3500000000000005,0.022769703212266987,2.9731570615447294,0.5073204686164815,-6.865815304467835e-05,0.24299837638881394,-0.041295691781691526,0.9999995643991154,0.0008385592834693067,9.828939199784252e-05,0.0003979437829096106,-0.00031738603818313717,-3.066672727349278e-05,-0.00017242553970699386
4.4,0.022766413909720017,2.984176415859988,0.5054296052173218,-6.291394883406949e-05,0.1977757962215291,-0.03433884418469413,0.9999995724800091,0.0008309306325614374,9.755245707914259e-05,0.000393799126744517,-0.0002928971748274514,-2.8323352816578267e-05,-0.00015915762488898495
4.45,0.022763408278814627,2.9930601263702554,0.503873440393223,-5.7311287381549636e-05,0.15757262418917115,-0.027907748779260545,0.9999995798486665,0.0008239115244372435,9.687386120958273e-05,0.00038998448272935807,-0.000268623327136535,-2.5996859377522716e-05,-0.00014602367670335704
4.5,0.022760679370109133,3.000059492355833,0.5026240907147708,-5.184506083815506e-05,0.12240201523392205,-0.02206623835882917,0.9999995865273065,0.000817496807340222,9.62532006203161e-05,0.00038649664785136046,-0.00024454659327645764,-2.3685836482446255e-05,-0.0001330120171888467
4.55,0.02275822065821548,3.0054249260672417,0.501650783136737,-4.650341490788988e-05,0.09221533322242531,-0.016866064762517573,0.9999995925360631,0.0008116817741415874,9.569010619957496e-05,0.0003833327019441565,-0.0002206493059294336,-2.1388916817154248e-05,-0.00012011169526829811
4.6000000000000005,0.022756026291746435,3.009402742623607,0.500920505810389,-4.127124385397194e-05,0.06689732903219742,-0.012345028291400516,0.9999995978930498,0.0008064621577948388,9.518424287700489e-05,0.00038048999725498483,-0.00019691392682190937,-1.910473980318262e-05,-0.00010731186762374245
4.65,0.022754091259644837,3.012231704108532,0.5003987539172551,-3.61300402098915e-05,0.046261130364788614,-0.008525047433958832,0.9999996026144152,0.0008018341282528926,9.473530949238375e-05,0.00037796615588627945,-0.0001733230352389118,-1.683194878028367e-05,-9.460178788847468e-05
4.7,0.022752411629217234,3.0141393065928743,0.500050373382689,-3.105517689418857e-05,0.030042969008911246,-0.005410173948684349,0.9999996067143908,0.0007977942900901101,9.434303837277057e-05,0.0003757590676259133,-0.0001498592831311295,-1.4569217136116578e-05,-8.197078633600875e-05
4.75,0.022750985032635444,3.01533779496909,0.4998405050456661,-2.6008686377370948e-05,0.017896566039706872,-0.002984559532231134,0.9999996102053321,0.0007943396830835917,9.400719288312796e-05,0.0003738668891423709,-0.0001265052033386524,-1.231538429111029e-05,-6.940818084314676e-05
4.800000000000001,0.022749811907173272,3.0160198925657546,0.49973563150867395,-2.0916332109468196e-05,0.00938733782687805,-0.0012103819474527093,0.9999996130977603,0.0007914677739015171,9.372757262027835e-05,0.00037228804200956556,-0.00010324411256605538,-1.0068708045664718e-05,-5.690346010724234e-05
4.8500000000000005,0.022748898223067544,3.016354276947095,0.49970472851374237,-1.5631032119650398e-05,0.003988037426736214,-2.573784981061344e-05,0.9999996153996799,0.0007891774465879574,9.350318252552062e-05,0.0003710212346488063,-7.997932975241603e-05,-7.89452693201094e-06,-4.4444126679405176e-05
4.9,0.02274816791246346,3.0164810057213742,0.4997205176161415,-1.3581392043818275e-05,0.0010811135444363197,0.000657301945776024,0.9999996171196635,0.0007874647699128729,9.33358401960719e-05,0.00037006531192084976,-5.703267522203896e-05,-5.502397572256157e-06,-3.20319615146459e-05
4.95,0.022747604556176804,3.0165083274890496,0.49976083878341243,-8.95285942241683e-06,1.1757162578409546e-05,0.0009555447450617658,0.9999996182628174,0.0007863285755141291,9.32253472699978e-05,0.000369419513642322,-3.386136205474433e-05,-3.3440972369290376e-06,-1.963343939621465e-05
5.0,0.02274727164683111,3.0165154339966,0.49981012053408735,-4.3635144053573914e-06,0.0002725031394326055,0.0010157252819358762,0.9999996188106731,0.0007857810639937091,9.316913486153755e-05,0.0003691155535333316,-9.938971095286983e-06,-1.1558433521526168e-06,-4.683924248032989e-06
